CountyCode,CountyName,DistrictCode,DistrictName,SchoolCode,SchoolName,Grade,Biology,Chemistry,EarthandSpaceScience,EnvironmentalScience,Physics,OtherScience
05,BURLINGTON,5805,WILLINGBORO TWP,053,WILLINGBORO HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
05,BURLINGTON,5805,WILLINGBORO TWP,300,ALTERNATIVE SCHOOL AT LEVITT,9,7,0,1,0,0,3
05,BURLINGTON,5805,WILLINGBORO TWP,300,ALTERNATIVE SCHOOL AT LEVITT,10,5,5,0,4,0,6
05,BURLINGTON,5805,WILLINGBORO TWP,300,ALTERNATIVE SCHOOL AT LEVITT,11,2,3,1,5,0,3
05,BURLINGTON,5805,WILLINGBORO TWP,300,ALTERNATIVE SCHOOL AT LEVITT,12,3,2,0,4,0,1
05,BURLINGTON,5805,WILLINGBORO TWP,300,ALTERNATIVE SCHOOL AT LEVITT,Total,17,10,2,13,0,13
05,BURLINGTON,5805,WILLINGBORO TWP,300,ALTERNATIVE SCHOOL AT LEVITT,Enrolled in AP/IB Course,0,0,0,0,0,0
05,BURLINGTON,5805,WILLINGBORO TWP,300,ALTERNATIVE SCHOOL AT LEVITT,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
07,CAMDEN,0150,AUDUBON BORO,010,AUDUBON JUNIOR/SENIOR HIGH SCHOOL,9,45,1,0,137,0,0
07,CAMDEN,0150,AUDUBON BORO,010,AUDUBON JUNIOR/SENIOR HIGH SCHOOL,10,108,40,0,6,0,1
07,CAMDEN,0150,AUDUBON BORO,010,AUDUBON JUNIOR/SENIOR HIGH SCHOOL,11,24,121,0,2,2,16
07,CAMDEN,0150,AUDUBON BORO,010,AUDUBON JUNIOR/SENIOR HIGH SCHOOL,12,81,1,0,2,17,38
07,CAMDEN,0150,AUDUBON BORO,010,AUDUBON JUNIOR/SENIOR HIGH SCHOOL,Total,258,163,0,147,19,55
07,CAMDEN,0150,AUDUBON BORO,010,AUDUBON JUNIOR/SENIOR HIGH SCHOOL,Enrolled in AP/IB Course,23,10,0,0,0,0
07,CAMDEN,0150,AUDUBON BORO,010,AUDUBON JUNIOR/SENIOR HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,020,HIGHLAND REGIONAL HIGH SCHOOL,9,190,0,24,9,128,4
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,020,HIGHLAND REGIONAL HIGH SCHOOL,10,150,46,25,10,94,5
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,020,HIGHLAND REGIONAL HIGH SCHOOL,11,10,156,23,100,48,12
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,020,HIGHLAND REGIONAL HIGH SCHOOL,12,7,10,7,19,56,61
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,020,HIGHLAND REGIONAL HIGH SCHOOL,Total,357,212,79,138,326,82
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,020,HIGHLAND REGIONAL HIGH SCHOOL,Enrolled in AP/IB Course,9,14,0,8,49,0
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,020,HIGHLAND REGIONAL HIGH SCHOOL,Enrolled in Dual Enrollment Course,9,14,0,8,34,0
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,030,TIMBER CREEK REGIONAL HIGH SCHOOL,9,161,0,23,5,135,2
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,030,TIMBER CREEK REGIONAL HIGH SCHOOL,10,152,54,17,13,61,5
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,030,TIMBER CREEK REGIONAL HIGH SCHOOL,11,21,147,6,63,46,7
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,030,TIMBER CREEK REGIONAL HIGH SCHOOL,12,12,5,1,26,54,37
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,030,TIMBER CREEK REGIONAL HIGH SCHOOL,Total,346,206,47,107,296,51
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,030,TIMBER CREEK REGIONAL HIGH SCHOOL,Enrolled in AP/IB Course,26,0,0,9,80,0
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,030,TIMBER CREEK REGIONAL HIGH SCHOOL,Enrolled in Dual Enrollment Course,26,0,0,9,63,0
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,050,TRITON REGIONAL HIGH SCHOOL,9,139,0,21,7,103,4
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,050,TRITON REGIONAL HIGH SCHOOL,10,150,46,18,16,90,3
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,050,TRITON REGIONAL HIGH SCHOOL,11,18,152,19,74,32,16
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,050,TRITON REGIONAL HIGH SCHOOL,12,29,14,4,10,58,55
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,050,TRITON REGIONAL HIGH SCHOOL,Total,336,212,62,107,283,78
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,050,TRITON REGIONAL HIGH SCHOOL,Enrolled in AP/IB Course,39,10,0,4,45,0
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,050,TRITON REGIONAL HIGH SCHOOL,Enrolled in Dual Enrollment Course,39,10,0,4,33,0
07,CAMDEN,0680,CAMDEN CITY,029,DR. CHARLES E. BRIMM MEDICAL ARTS HIGH SCHOOL,9,0,3,0,0,65,0
07,CAMDEN,0680,CAMDEN CITY,029,DR. CHARLES E. BRIMM MEDICAL ARTS HIGH SCHOOL,10,43,6,0,0,0,43
07,CAMDEN,0680,CAMDEN CITY,029,DR. CHARLES E. BRIMM MEDICAL ARTS HIGH SCHOOL,11,42,2,0,0,0,4
07,CAMDEN,0680,CAMDEN CITY,029,DR. CHARLES E. BRIMM MEDICAL ARTS HIGH SCHOOL,12,15,0,0,0,1,32
07,CAMDEN,0680,CAMDEN CITY,029,DR. CHARLES E. BRIMM MEDICAL ARTS HIGH SCHOOL,Total,100,11,0,0,66,79
07,CAMDEN,0680,CAMDEN CITY,029,DR. CHARLES E. BRIMM MEDICAL ARTS HIGH SCHOOL,Enrolled in AP/IB Course,16,0,0,0,0,0
07,CAMDEN,0680,CAMDEN CITY,029,DR. CHARLES E. BRIMM MEDICAL ARTS HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
07,CAMDEN,0680,CAMDEN CITY,030,CAMDEN HIGH SCHOOL,9,20,20,1,0,158,0
07,CAMDEN,0680,CAMDEN CITY,030,CAMDEN HIGH SCHOOL,10,34,76,1,0,9,1
07,CAMDEN,0680,CAMDEN CITY,030,CAMDEN HIGH SCHOOL,11,41,67,0,1,8,6
07,CAMDEN,0680,CAMDEN CITY,030,CAMDEN HIGH SCHOOL,12,14,17,0,0,5,15
07,CAMDEN,0680,CAMDEN CITY,030,CAMDEN HIGH SCHOOL,Total,109,180,2,1,180,22
07,CAMDEN,0680,CAMDEN CITY,030,CAMDEN HIGH SCHOOL,Enrolled in AP/IB Course,0,0,0,0,0,0
07,CAMDEN,0680,CAMDEN CITY,030,CAMDEN HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
07,CAMDEN,0680,CAMDEN CITY,040,WOODROW WILSON HIGH SCHOOL,9,45,20,0,5,265,1
07,CAMDEN,0680,CAMDEN CITY,040,WOODROW WILSON HIGH SCHOOL,10,145,64,1,3,28,1
07,CAMDEN,0680,CAMDEN CITY,040,WOODROW WILSON HIGH SCHOOL,11,155,94,0,0,50,1
07,CAMDEN,0680,CAMDEN CITY,040,WOODROW WILSON HIGH SCHOOL,12,32,36,0,0,35,0
07,CAMDEN,0680,CAMDEN CITY,040,WOODROW WILSON HIGH SCHOOL,Total,377,214,1,8,378,3
07,CAMDEN,0680,CAMDEN CITY,040,WOODROW WILSON HIGH SCHOOL,Enrolled in AP/IB Course,14,0,0,0,0,0
07,CAMDEN,0680,CAMDEN CITY,040,WOODROW WILSON HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
07,CAMDEN,0680,CAMDEN CITY,245,CREATIVE ARTS MORGAN VILLAGE ACADEMY,9,0,0,0,0,77,0
07,CAMDEN,0680,CAMDEN CITY,245,CREATIVE ARTS MORGAN VILLAGE ACADEMY,10,1,61,0,0,0,0
07,CAMDEN,0680,CAMDEN CITY,245,CREATIVE ARTS MORGAN VILLAGE ACADEMY,11,82,3,0,0,0,0
07,CAMDEN,0680,CAMDEN CITY,245,CREATIVE ARTS MORGAN VILLAGE ACADEMY,12,13,0,0,9,19,0
07,CAMDEN,0680,CAMDEN CITY,245,CREATIVE ARTS MORGAN VILLAGE ACADEMY,Total,96,64,0,9,96,0
07,CAMDEN,0680,CAMDEN CITY,245,CREATIVE ARTS MORGAN VILLAGE ACADEMY,Enrolled in AP/IB Course,14,0,0,0,0,0
07,CAMDEN,0680,CAMDEN CITY,245,CREATIVE ARTS MORGAN VILLAGE ACADEMY,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
07,CAMDEN,0680,CAMDEN CITY,305,CAMDEN BIG PICTURE LEARNING ACADEMY,9,2,0,0,0,39,1
07,CAMDEN,0680,CAMDEN CITY,305,CAMDEN BIG PICTURE LEARNING ACADEMY,10,34,2,0,0,0,0
07,CAMDEN,0680,CAMDEN CITY,305,CAMDEN BIG PICTURE LEARNING ACADEMY,11,39,1,0,0,1,0
07,CAMDEN,0680,CAMDEN CITY,305,CAMDEN BIG PICTURE LEARNING ACADEMY,12,0,34,0,0,1,0
07,CAMDEN,0680,CAMDEN CITY,305,CAMDEN BIG PICTURE LEARNING ACADEMY,Total,75,37,0,0,41,1
07,CAMDEN,0680,CAMDEN CITY,305,CAMDEN BIG PICTURE LEARNING ACADEMY,Enrolled in AP/IB Course,0,0,0,0,0,0
07,CAMDEN,0680,CAMDEN CITY,305,CAMDEN BIG PICTURE LEARNING ACADEMY,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
07,CAMDEN,0700,CAMDEN COUNTY VOCATIONAL,030,CAMDEN COUNTY TECHNICAL SCHOOL-PENNSAUKEN,9,4,0,0,196,0,0
07,CAMDEN,0700,CAMDEN COUNTY VOCATIONAL,030,CAMDEN COUNTY TECHNICAL SCHOOL-PENNSAUKEN,10,172,3,0,1,0,0
07,CAMDEN,0700,CAMDEN COUNTY VOCATIONAL,030,CAMDEN COUNTY TECHNICAL SCHOOL-PENNSAUKEN,11,3,202,0,4,3,1
07,CAMDEN,0700,CAMDEN COUNTY VOCATIONAL,030,CAMDEN COUNTY TECHNICAL SCHOOL-PENNSAUKEN,12,0,1,0,0,11,23
07,CAMDEN,0700,CAMDEN COUNTY VOCATIONAL,030,CAMDEN COUNTY TECHNICAL SCHOOL-PENNSAUKEN,Total,179,206,0,201,14,24
07,CAMDEN,0700,CAMDEN COUNTY VOCATIONAL,030,CAMDEN COUNTY TECHNICAL SCHOOL-PENNSAUKEN,Enrolled in AP/IB Course,0,0,0,0,0,0
07,CAMDEN,0700,CAMDEN COUNTY VOCATIONAL,030,CAMDEN COUNTY TECHNICAL SCHOOL-PENNSAUKEN,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
07,CAMDEN,0700,CAMDEN COUNTY VOCATIONAL,040,CAMDEN COUNTY TECHNICAL SCHOOL-GTC,9,100,0,0,298,0,0
07,CAMDEN,0700,CAMDEN COUNTY VOCATIONAL,040,CAMDEN COUNTY TECHNICAL SCHOOL-GTC,10,188,75,0,6,0,0
07,CAMDEN,0700,CAMDEN COUNTY VOCATIONAL,040,CAMDEN COUNTY TECHNICAL SCHOOL-GTC,11,3,213,0,16,64,0
07,CAMDEN,0700,CAMDEN COUNTY VOCATIONAL,040,CAMDEN COUNTY TECHNICAL SCHOOL-GTC,12,8,1,0,5,8,24
07,CAMDEN,0700,CAMDEN COUNTY VOCATIONAL,040,CAMDEN COUNTY TECHNICAL SCHOOL-GTC,Total,299,289,0,325,72,24
07,CAMDEN,0700,CAMDEN COUNTY VOCATIONAL,040,CAMDEN COUNTY TECHNICAL SCHOOL-GTC,Enrolled in AP/IB Course,8,0,0,0,6,0
07,CAMDEN,0700,CAMDEN COUNTY VOCATIONAL,040,CAMDEN COUNTY TECHNICAL SCHOOL-GTC,Enrolled in Dual Enrollment Course,8,1,0,0,7,2
07,CAMDEN,0800,CHERRY HILL TWP,030,CHERRY HILL HIGH SCHOOL EAST,9,546,0,0,0,0,33
07,CAMDEN,0800,CHERRY HILL TWP,030,CHERRY HILL HIGH SCHOOL EAST,10,24,496,0,37,13,50
07,CAMDEN,0800,CHERRY HILL TWP,030,CHERRY HILL HIGH SCHOOL EAST,11,274,234,0,44,99,86
07,CAMDEN,0800,CHERRY HILL TWP,030,CHERRY HILL HIGH SCHOOL EAST,12,53,38,0,44,194,106
07,CAMDEN,0800,CHERRY HILL TWP,030,CHERRY HILL HIGH SCHOOL EAST,Total,897,768,0,125,306,275
07,CAMDEN,0800,CHERRY HILL TWP,030,CHERRY HILL HIGH SCHOOL EAST,Enrolled in AP/IB Course,53,135,0,0,162,0
07,CAMDEN,0800,CHERRY HILL TWP,030,CHERRY HILL HIGH SCHOOL EAST,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
07,CAMDEN,0800,CHERRY HILL TWP,040,CHERRY HILL HIGH SCHOOL WEST,9,292,0,0,1,0,57
07,CAMDEN,0800,CHERRY HILL TWP,040,CHERRY HILL HIGH SCHOOL WEST,10,31,209,0,52,4,37
07,CAMDEN,0800,CHERRY HILL TWP,040,CHERRY HILL HIGH SCHOOL WEST,11,68,120,0,76,65,57
07,CAMDEN,0800,CHERRY HILL TWP,040,CHERRY HILL HIGH SCHOOL WEST,12,18,9,0,57,123,57
07,CAMDEN,0800,CHERRY HILL TWP,040,CHERRY HILL HIGH SCHOOL WEST,Total,409,338,0,186,192,208
07,CAMDEN,0800,CHERRY HILL TWP,040,CHERRY HILL HIGH SCHOOL WEST,Enrolled in AP/IB Course,21,13,0,0,67,0
07,CAMDEN,0800,CHERRY HILL TWP,040,CHERRY HILL HIGH SCHOOL WEST,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
07,CAMDEN,0800,CHERRY HILL TWP,060,ALTERNATIVE HIGH SCHOOL,9,8,0,0,0,0,0
07,CAMDEN,0800,CHERRY HILL TWP,060,ALTERNATIVE HIGH SCHOOL,10,7,8,0,7,0,0
07,CAMDEN,0800,CHERRY HILL TWP,060,ALTERNATIVE HIGH SCHOOL,11,5,4,0,6,0,0
07,CAMDEN,0800,CHERRY HILL TWP,060,ALTERNATIVE HIGH SCHOOL,12,1,0,0,1,0,0
07,CAMDEN,0800,CHERRY HILL TWP,060,ALTERNATIVE HIGH SCHOOL,Total,21,12,0,14,0,0
07,CAMDEN,0800,CHERRY HILL TWP,060,ALTERNATIVE HIGH SCHOOL,Enrolled in AP/IB Course,0,0,0,0,0,0
07,CAMDEN,0800,CHERRY HILL TWP,060,ALTERNATIVE HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
07,CAMDEN,0940,COLLINGSWOOD BORO,030,COLLINGSWOOD HIGH SCHOOL,9,172,2,0,6,0,7
07,CAMDEN,0940,COLLINGSWOOD BORO,030,COLLINGSWOOD HIGH SCHOOL,10,41,117,0,44,1,15
07,CAMDEN,0940,COLLINGSWOOD BORO,030,COLLINGSWOOD HIGH SCHOOL,11,18,46,0,33,67,25
07,CAMDEN,0940,COLLINGSWOOD BORO,030,COLLINGSWOOD HIGH SCHOOL,12,8,8,0,15,17,77
07,CAMDEN,0940,COLLINGSWOOD BORO,030,COLLINGSWOOD HIGH SCHOOL,Total,239,173,0,98,85,124
07,CAMDEN,0940,COLLINGSWOOD BORO,030,COLLINGSWOOD HIGH SCHOOL,Enrolled in AP/IB Course,15,12,0,0,20,0
07,CAMDEN,0940,COLLINGSWOOD BORO,030,COLLINGSWOOD HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
07,CAMDEN,1255,EASTERN CAMDEN COUNTY REG,050,EASTERN REGIONAL HIGH SCHOOL,9,462,1,0,0,0,4
07,CAMDEN,1255,EASTERN CAMDEN COUNTY REG,050,EASTERN REGIONAL HIGH SCHOOL,10,24,472,0,3,2,9
07,CAMDEN,1255,EASTERN CAMDEN COUNTY REG,050,EASTERN REGIONAL HIGH SCHOOL,11,19,71,0,109,335,33
07,CAMDEN,1255,EASTERN CAMDEN COUNTY REG,050,EASTERN REGIONAL HIGH SCHOOL,12,35,12,0,75,34,176
07,CAMDEN,1255,EASTERN CAMDEN COUNTY REG,050,EASTERN REGIONAL HIGH SCHOOL,Total,540,556,0,187,371,222
07,CAMDEN,1255,EASTERN CAMDEN COUNTY REG,050,EASTERN REGIONAL HIGH SCHOOL,Enrolled in AP/IB Course,53,65,0,0,90,0
07,CAMDEN,1255,EASTERN CAMDEN COUNTY REG,050,EASTERN REGIONAL HIGH SCHOOL,Enrolled in Dual Enrollment Course,53,65,0,60,89,128
07,CAMDEN,1770,GLOUCESTER CITY,050,GLOUCESTER CITY JR. SR. HIGH SCHOOL,9,120,0,0,3,0,0
07,CAMDEN,1770,GLOUCESTER CITY,050,GLOUCESTER CITY JR. SR. HIGH SCHOOL,10,83,31,0,7,0,0
07,CAMDEN,1770,GLOUCESTER CITY,050,GLOUCESTER CITY JR. SR. HIGH SCHOOL,11,5,92,0,28,0,1
07,CAMDEN,1770,GLOUCESTER CITY,050,GLOUCESTER CITY JR. SR. HIGH SCHOOL,12,12,8,0,2,0,17
07,CAMDEN,1770,GLOUCESTER CITY,050,GLOUCESTER CITY JR. SR. HIGH SCHOOL,Total,220,131,0,40,0,18
07,CAMDEN,1770,GLOUCESTER CITY,050,GLOUCESTER CITY JR. SR. HIGH SCHOOL,Enrolled in AP/IB Course,10,0,0,0,0,0
07,CAMDEN,1770,GLOUCESTER CITY,050,GLOUCESTER CITY JR. SR. HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
07,CAMDEN,1802,"MASTERY SCHOOLS OF CAMDEN, INC. ",112,"MASTERY SCHOOLS OF CAMDEN, INC.",9,1,0,0,124,8,0
07,CAMDEN,1802,"MASTERY SCHOOLS OF CAMDEN, INC. ",112,"MASTERY SCHOOLS OF CAMDEN, INC.",10,85,0,0,11,0,0
07,CAMDEN,1802,"MASTERY SCHOOLS OF CAMDEN, INC. ",112,"MASTERY SCHOOLS OF CAMDEN, INC.",Total,86,0,0,135,8,0
07,CAMDEN,1802,"MASTERY SCHOOLS OF CAMDEN, INC. ",112,"MASTERY SCHOOLS OF CAMDEN, INC.",Enrolled in AP/IB Course,0,0,0,0,0,0
07,CAMDEN,1802,"MASTERY SCHOOLS OF CAMDEN, INC. ",112,"MASTERY SCHOOLS OF CAMDEN, INC.",Enrolled in Dual Enrollment Course,0,0,0,0,0,0
07,CAMDEN,1880,HADDON HEIGHTS BORO,050,HADDON HEIGHTS JR./SR. HIGH SCHOOL,9,100,3,0,83,0,0
07,CAMDEN,1880,HADDON HEIGHTS BORO,050,HADDON HEIGHTS JR./SR. HIGH SCHOOL,10,53,104,8,22,3,27
07,CAMDEN,1880,HADDON HEIGHTS BORO,050,HADDON HEIGHTS JR./SR. HIGH SCHOOL,11,37,64,2,3,69,28
07,CAMDEN,1880,HADDON HEIGHTS BORO,050,HADDON HEIGHTS JR./SR. HIGH SCHOOL,12,30,3,10,6,38,52
07,CAMDEN,1880,HADDON HEIGHTS BORO,050,HADDON HEIGHTS JR./SR. HIGH SCHOOL,Total,220,174,20,114,110,107
07,CAMDEN,1880,HADDON HEIGHTS BORO,050,HADDON HEIGHTS JR./SR. HIGH SCHOOL,Enrolled in AP/IB Course,62,0,0,0,14,0
07,CAMDEN,1880,HADDON HEIGHTS BORO,050,HADDON HEIGHTS JR./SR. HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
07,CAMDEN,1890,HADDON TWP,050,HADDON TOWNSHIP HIGH SCHOOL,9,164,0,0,0,0,0
07,CAMDEN,1890,HADDON TWP,050,HADDON TOWNSHIP HIGH SCHOOL,10,7,136,0,10,0,0
07,CAMDEN,1890,HADDON TWP,050,HADDON TOWNSHIP HIGH SCHOOL,11,2,86,0,16,25,30
07,CAMDEN,1890,HADDON TWP,050,HADDON TOWNSHIP HIGH SCHOOL,12,34,2,0,31,22,45
07,CAMDEN,1890,HADDON TWP,050,HADDON TOWNSHIP HIGH SCHOOL,Total,207,224,0,57,47,75
07,CAMDEN,1890,HADDON TWP,050,HADDON TOWNSHIP HIGH SCHOOL,Enrolled in AP/IB Course,35,0,0,0,0,0
07,CAMDEN,1890,HADDON TWP,050,HADDON TOWNSHIP HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
07,CAMDEN,1900,HADDONFIELD BORO,050,HADDONFIELD MEMORIAL HIGH SCHOOL,9,213,0,0,0,0,0
07,CAMDEN,1900,HADDONFIELD BORO,050,HADDONFIELD MEMORIAL HIGH SCHOOL,10,7,207,0,1,0,2
07,CAMDEN,1900,HADDONFIELD BORO,050,HADDONFIELD MEMORIAL HIGH SCHOOL,11,5,40,0,65,117,29
07,CAMDEN,1900,HADDONFIELD BORO,050,HADDONFIELD MEMORIAL HIGH SCHOOL,12,38,2,0,42,41,92
07,CAMDEN,1900,HADDONFIELD BORO,050,HADDONFIELD MEMORIAL HIGH SCHOOL,Total,263,249,0,108,158,123
07,CAMDEN,1900,HADDONFIELD BORO,050,HADDONFIELD MEMORIAL HIGH SCHOOL,Enrolled in AP/IB Course,47,37,0,77,18,0
07,CAMDEN,1900,HADDONFIELD BORO,050,HADDONFIELD MEMORIAL HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
07,CAMDEN,2670,LINDENWOLD BORO,005,LINDENWOLD HIGH SCHOOL,9,168,6,0,0,10,0
07,CAMDEN,2670,LINDENWOLD BORO,005,LINDENWOLD HIGH SCHOOL,10,14,25,0,4,92,0
07,CAMDEN,2670,LINDENWOLD BORO,005,LINDENWOLD HIGH SCHOOL,11,9,73,0,16,27,7
07,CAMDEN,2670,LINDENWOLD BORO,005,LINDENWOLD HIGH SCHOOL,12,5,17,0,21,35,16
07,CAMDEN,2670,LINDENWOLD BORO,005,LINDENWOLD HIGH SCHOOL,Total,196,121,0,41,164,23
07,CAMDEN,2670,LINDENWOLD BORO,005,LINDENWOLD HIGH SCHOOL,Enrolled in AP/IB Course,0,19,0,0,15,0
07,CAMDEN,2670,LINDENWOLD BORO,005,LINDENWOLD HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
07,CAMDEN,4060,PENNSAUKEN TWP,050,PENNSAUKEN HIGH SCHOOL,9,151,6,0,2,0,80
07,CAMDEN,4060,PENNSAUKEN TWP,050,PENNSAUKEN HIGH SCHOOL,10,214,41,0,1,4,42
07,CAMDEN,4060,PENNSAUKEN TWP,050,PENNSAUKEN HIGH SCHOOL,11,40,125,0,92,36,49
07,CAMDEN,4060,PENNSAUKEN TWP,050,PENNSAUKEN HIGH SCHOOL,12,9,5,0,21,50,108
07,CAMDEN,4060,PENNSAUKEN TWP,050,PENNSAUKEN HIGH SCHOOL,Total,414,177,0,116,90,279
07,CAMDEN,4060,PENNSAUKEN TWP,050,PENNSAUKEN HIGH SCHOOL,Enrolled in AP/IB Course,13,14,0,0,16,0
07,CAMDEN,4060,PENNSAUKEN TWP,050,PENNSAUKEN HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
07,CAMDEN,4110,PINE HILL BORO,010,OVERBROOK SENIOR HIGH SCHOOL,9,57,0,0,0,0,101
07,CAMDEN,4110,PINE HILL BORO,010,OVERBROOK SENIOR HIGH SCHOOL,10,104,45,0,12,0,13
07,CAMDEN,4110,PINE HILL BORO,010,OVERBROOK SENIOR HIGH SCHOOL,11,9,53,0,54,42,11
07,CAMDEN,4110,PINE HILL BORO,010,OVERBROOK SENIOR HIGH SCHOOL,12,10,13,0,29,20,35
07,CAMDEN,4110,PINE HILL BORO,010,OVERBROOK SENIOR HIGH SCHOOL,Total,180,111,0,95,62,160
07,CAMDEN,4110,PINE HILL BORO,010,OVERBROOK SENIOR HIGH SCHOOL,Enrolled in AP/IB Course,15,5,0,0,23,0
07,CAMDEN,4110,PINE HILL BORO,010,OVERBROOK SENIOR HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
07,CAMDEN,5035,STERLING HIGH SCHOOL DIST,050,STERLING HIGH SCHOOL,9,218,0,0,0,1,13
07,CAMDEN,5035,STERLING HIGH SCHOOL DIST,050,STERLING HIGH SCHOOL,10,16,18,0,12,113,66
07,CAMDEN,5035,STERLING HIGH SCHOOL DIST,050,STERLING HIGH SCHOOL,11,14,85,0,89,39,36
07,CAMDEN,5035,STERLING HIGH SCHOOL DIST,050,STERLING HIGH SCHOOL,12,11,6,0,10,39,50
07,CAMDEN,5035,STERLING HIGH SCHOOL DIST,050,STERLING HIGH SCHOOL,Total,259,109,0,111,192,165
07,CAMDEN,5035,STERLING HIGH SCHOOL DIST,050,STERLING HIGH SCHOOL,Enrolled in AP/IB Course,19,0,0,0,0,0
07,CAMDEN,5035,STERLING HIGH SCHOOL DIST,050,STERLING HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
07,CAMDEN,5820,WINSLOW TWP,010,WINSLOW TOWNSHIP HIGH SCHOOL,9,3,72,0,277,0,0
07,CAMDEN,5820,WINSLOW TWP,010,WINSLOW TOWNSHIP HIGH SCHOOL,10,79,192,0,32,5,0
07,CAMDEN,5820,WINSLOW TWP,010,WINSLOW TOWNSHIP HIGH SCHOOL,11,137,60,0,19,31,44
07,CAMDEN,5820,WINSLOW TWP,010,WINSLOW TOWNSHIP HIGH SCHOOL,12,35,26,0,36,29,70
07,CAMDEN,5820,WINSLOW TWP,010,WINSLOW TOWNSHIP HIGH SCHOOL,Total,254,350,0,364,65,114
07,CAMDEN,5820,WINSLOW TWP,010,WINSLOW TOWNSHIP HIGH SCHOOL,Enrolled in AP/IB Course,27,13,0,32,28,0
07,CAMDEN,5820,WINSLOW TWP,010,WINSLOW TOWNSHIP HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
09,CAPE MAY,0720,CAPE MAY CO VOCATIONAL,030,CAPE MAY COUNTY TECHNICAL HIGH SCHOOL,9,146,0,0,0,0,0
09,CAPE MAY,0720,CAPE MAY CO VOCATIONAL,030,CAPE MAY COUNTY TECHNICAL HIGH SCHOOL,10,2,138,0,0,1,0
09,CAPE MAY,0720,CAPE MAY CO VOCATIONAL,030,CAPE MAY COUNTY TECHNICAL HIGH SCHOOL,11,0,5,1,7,142,2
09,CAPE MAY,0720,CAPE MAY CO VOCATIONAL,030,CAPE MAY COUNTY TECHNICAL HIGH SCHOOL,12,0,1,3,30,3,38
09,CAPE MAY,0720,CAPE MAY CO VOCATIONAL,030,CAPE MAY COUNTY TECHNICAL HIGH SCHOOL,Total,148,144,4,37,146,40
09,CAPE MAY,0720,CAPE MAY CO VOCATIONAL,030,CAPE MAY COUNTY TECHNICAL HIGH SCHOOL,Enrolled in AP/IB Course,0,0,0,0,0,0
09,CAPE MAY,0720,CAPE MAY CO VOCATIONAL,030,CAPE MAY COUNTY TECHNICAL HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
09,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,050,LOWER CAPE MAY REGIONAL HIGH SCHOOL,9,1,0,0,0,180,32
09,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,050,LOWER CAPE MAY REGIONAL HIGH SCHOOL,10,131,42,0,2,12,27
